,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
31,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,8,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,890.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,6,34.0,English only,9500.0,Nonfamily household: Female householder: Living alone,35000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,31.43,61 to 80%,61 to 80%,Yes,Cluster 1
32,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,4,No,1400.0,No,Yes,Yes,Yes,Rented,2 vehicles,No charge,7,20.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,88000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,53.03,Greater than 120%,81 to 100%,No,Cluster 0
33,Charlotte City (Southwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,1100.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2007,33.0,English only,9500.0,Nonfamily household: Male householder: Living alone,42600.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,42.23,81 to 100%,81 to 100%,Yes,Cluster 0
34,Mecklenburg County (South)--Matthews Town (South),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,3,No,No,No,1.0,114.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,6,No,1068.0,No,No,No,Yes,Occupied without payment of rent,1 vehicle,No charge,8,36.0,English only,9500.0,Married couple household,73000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",10 to 19 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,2 or more persons 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,37.41,Greater than 120%,30% and Below,No,Cluster 2
35,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",4,"Yes, by paying a cell phone company or Internet service provider",Yes,4,2,Yes,No,Yes,Valid monthly electricity cost in ELEP,120.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,Yes,No,Yes,10,No,1700.0,Yes,Yes,Yes,Yes,Rented,5 vehicles,Valid annual water cost in WATP,8,42.0,English only,9500.0,Married couple household,56000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,h,61 to 80%,81 to 100%,Yes,Cluster 0
36,Charlotte City (South),1,"No access to the Internet at this house, apartment, or mobile home",Yes,5,2,Yes,No,No,Valid monthly electricity cost in ELEP,30.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,No,No,Yes,7,No,500.0,No,No,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,1,36.0,English only,9500.0,Nonfamily household: Male householder: Living alone,20000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,396.99,31 to 50%,30% and Below,Yes,Cluster 1
37,Charlotte City (Central),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,8,Yes,No,No,Valid monthly electricity cost in ELEP,40.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,1000.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2014,12.0,English only,9500.0,Nonfamily household: Male householder: Living alone,105000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,71.0,Greater than 120%,61 to 80%,No,Cluster 0
38,Charlotte City (Central),2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,8,Yes,No,No,Valid monthly electricity cost in ELEP,40.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,520.0,No,Yes,Yes,Yes,Rented,1 vehicle,No charge,4,23.0,Other Indo-European languages,1500.0,Married couple household,29000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",No one in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,45.0,31 to 50%,31 to 50%,No,Cluster 1
39,Charlotte City (Southwest),4,"Yes, by paying a cell phone company or Internet service provider",Yes,2,3,Yes,No,No,Valid monthly electricity cost in ELEP,50.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,No,Yes,No,Yes,5,No,850.0,Yes,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,5,15.0,English only,9500.0,"Other family household: Female householder, no spouse present",78900.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"Yes, is a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,2 or more persons 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,100.16,101 to 120%,51 to 60%,No,Cluster 1
40,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,8,Yes,No,No,Valid monthly electricity cost in ELEP,60.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,1300.0,No,Yes,Yes,Yes,Rented,1 vehicle,Valid annual water cost in WATP,2010,12.0,Other Indo-European languages,1440.0,Married couple household,145000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,212.11,Greater than 120%,81 to 100%,No,Cluster 0
41,Mecklenburg County (South)--Matthews Town (South),1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,6,Yes,No,No,Valid monthly electricity cost in ELEP,40.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,No,No,No,Yes,3,No,800.0,No,Yes,No,Yes,Rented,1 vehicle,Included in rent or in condo fee,7,23.0,English only,9500.0,Nonfamily household: Male householder: Living alone,43000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,118.04,81 to 100%,61 to 80%,No,Cluster 1
